75
15,36,20,20,16,30,7,19,16,16,31,19,15,30,28,47,56,46,11,48,149,66,21,5,71,4,23,29,44,73,53,24,24,23,3,29,21,14,20,51,27,70,17,36,46,26,79,19,4,18,0,20,37,21,64,41,26,12,28,35,21,31,21,75,51,34,38,61,87,0,16,0,17,30,19
281.297,218.915
481.996,280.961
369.386,283.666
195.595,286.863
331.016,184.33
173.193,207.232
446.934,213.079
419.293,283.038
164.472,285.816
285.794,170.105
243.331,17.2977
231.976,287.061
430.75,210.955
66.1657,185.603
42.4157,147.073
37.1556,276.326
167.227,154.096
58.6113,242.871
269.731,173.922
373.927,68.2011
473.72,26.4093
421.217,58.1396
214.057,272.793
302.591,175.446
385.128,46.2926
30.6357,7.73946
18.7205,204.139
177.516,179.653
142.61,41.0044
135.715,17.0682
143.048,60.7171
243.766,45.395
380.272,210.006
427.584,193.099
1.45829,12.9859
210.777,17.2988
336.276,278.38
302.226,214.261
406.517,186.006
406.934,83.371
192.76,202.798
477.603,143.011
7.97184,219.69
65.1963,130.984
330.574,73.1261
212.914,42.7718
451.002,123.364
20.8262,44.8056
104.142,125.352
183.915,273.002
0,0
318.479,193.837
334.626,13.8158
210.261,289.12
192.956,99.5599
313.74,95.9226
483.37,245.513
404.591,221.189
272.373,194.727
478.36,260.958
399.968,280.717
359.638,8.83317
61.1105,33.2879
142.271,184.048
53.0729,170.139
142.128,281.75
68.2898,268.172
216.866,104.199
293.967,73.664
0,0
381.659,226.733
0,0
6.9917,203.543
59.02,286.074
29.4593,90.3393
268.011,211.385
269.777,227.139
277.369,217.753
278.716,208.004
279.01,219.053
279.293,213.947
279.321,219.109
280.831,220.691
282.129,225.716
283.163,218.992
285.907,219.421
286.567,221.421
288.238,207.576
290.41,223.114
290.716,230.402
467.227,276.616
467.468,273.919
468.014,291.785
468.286,286.944
469.54,276.587
469.846,279.576
469.855,280.868
472.526,281.415
474.536,276.54
475.361,292.617
477.006,286.303
477.536,271.826
478.748,279.299
479.507,293.74
480.406,284.339
480.7,280.594
481.047,287.704
481.259,270.914
481.395,270.75
482.223,289.066
485.666,285.382
489.019,283.216
489.503,287.036
489.737,277.521
489.817,276.033
489.949,275.342
490.011,279.044
490.695,278.016
491.117,277.833
491.416,274.242
491.447,290.093
491.605,270.346
491.722,285.362
491.836,285.92
492.744,279.087
493.089,278.706
355.558,285.814
355.605,294.321
356.013,291.942
362.427,287.929
363.745,289.283
364.436,272.004
364.781,290.86
365.679,267.796
366.522,279.752
368.008,283.657
371.092,293.76
371.404,272.31
372.78,282.18
372.825,277.998
376.188,285.133
377.61,276.041
377.89,285.216
379.713,284.414
380.702,284.918
384.733,287.987
185.207,287.331
186.976,285.698
187.805,283.971
190.306,292.466
191.503,291.961
193.31,287.023
193.636,285.443
195.366,283.174
195.679,292.608
195.951,282.374
196.3,283.679
196.694,295.099
197.561,291.939
199.78,284.021
199.997,275.939
200.277,295.009
200.404,281.997
200.872,288.486
201.684,286.077
202.593,282.968
324.686,184.922
325.765,189.418
325.975,176.518
327.985,180.553
328.157,183.377
328.464,192.496
329.111,178.711
330.307,187.571
331.365,177.327
331.396,179.647
331.827,197.622
334.051,176.388
335.877,184.915
336.416,176.758
337.308,192.884
337.565,190.175
153.971,207.599
154.022,203.306
156.08,211.21
160.161,217.988
162.25,197.944
164.454,202.693
166.658,198.053
167.272,215.57
167.505,210.928
171.412,214.033
171.468,194.819
174.208,219.715
175.664,218.168
176.108,215.891
176.333,198.961
176.46,204.486
176.914,199.058
177.634,195.804
177.739,213.243
178.243,200.758
178.296,207.926
179.318,195.82
179.656,211.606
179.828,201.818
179.929,209.943
182.185,214.02
182.378,208.274
182.775,211.592
183.389,207.136
183.467,208.584
440.905,219.108
443.367,210.69
446.961,211.831
447.272,209.947
448.656,208.38
449.961,209.521
451.416,222.076
410.593,287.702
411.543,274.031
414.039,291.192
414.099,274.039
414.791,292.098
415.229,284.757
416.399,281.33
416.613,277.085
417.782,280.438
419.8,280.178
420.317,275.72
420.892,287.635
421.451,276.185
423.039,291.477
424.048,285.958
425.219,275.67
426.08,283.039
426.337,284.251
428.305,294.929
154.46,293.079
157.256,294.22
157.448,283.131
159.629,287.335
160.433,266.807
162.257,288.025
164.026,288.62
164.421,280.67
165.163,279.019
165.585,285.487
166.261,282.178
167.958,292.19
169.297,285.776
170.481,285.757
171.593,291.79
175.284,288.976
278.996,161.903
280.035,159.796
280.393,169.288
283.29,171.61
283.867,175.797
284.139,156.744
285.057,177.706
286.244,182.265
286.747,177.43
286.96,163.109
288.02,181.703
288.343,159.396
288.678,175.478
289.241,167.981
290.943,176.968
291.753,164.505
229.502,10.2609
229.684,30.1146
231.281,28.8844
233.829,18.6673
234.545,27.4431
235.159,16.6202
236.483,18.5939
236.918,12.4616
236.955,24.4088
237.747,9.12436
238.33,24.7549
239.064,7.61924
239.445,4.87732
239.682,17.2854
240.817,30.3824
241.856,7.40436
243.125,26.6097
244.071,14.9382
244.256,27.1521
246.704,15.8595
246.86,9.60187
247.318,6.91436
247.379,14.0207
247.898,7.37009
250.124,22.8541
254.997,14.6123
256.26,16.3745
256.933,22.8585
257.931,20.8458
258.051,1.87009
260.05,25.4425
222.865,289.759
223.452,296.976
224.701,293.041
225.125,294.853
225.7,291.588
227.034,279.912
230.242,285.018
230.611,289.945
231.368,285.144
233.172,285.122
233.436,283.471
233.736,277.798
234.123,297.28
234.384,275.894
234.883,293.422
238.379,283.312
238.938,281.888
242.695,274.778
242.701,294.963
418.492,205.662
419.149,214.757
423.006,211.499
426.729,209.926
427.727,221.541
429.552,216.366
431.903,215.313
433.903,207.2
434.286,201.585
434.4,217.169
434.938,205.957
436.356,202.006
436.627,209.828
436.821,214.515
437.362,210.993
51.3939,185.102
55.0822,192.079
59.4045,191.396
59.9576,185.762
62.3548,180.98
62.9154,178.831
63.3789,184.048
63.9324,185.958
64.1526,177.888
64.2014,186.829
64.7673,192.175
65.2948,182.642
65.5259,185.09
65.5501,178.341
65.8447,192.964
66.0428,181.237
66.5667,189.57
66.7331,190.56
66.7579,193.211
67.6697,186.921
68.1622,178.121
68.5337,176.049
70.0817,194.036
70.9865,184.029
72.3677,195.092
72.6866,183.223
72.7719,184.367
72.7915,192.003
74.0133,170.887
75.0504,188.694
24.5874,151.213
25.0743,146.545
30.3168,159.906
32.52,144.632
33.1377,158.792
34.751,144.785
34.7752,144.875
35.9909,136.769
